Time Stamp,Model Name,Dataset,Number of Runs,Computation,Std Computation,Epoch,Number of Features,Hidden Channels,Learning Rate,Weight Decay,Dropout Rate,Criterion,Loss,Accuracy,Precision,Recall,F1,Std Loss,Std Accuracy,Std Precision,Std Recall,Std F1
2024-05-24 16:44:27,GCN WD 5e-4,chrome-run-01-without-centrality-metrics,1,3m 21s,0.0,1000,37,64,0.01,0.0005,0.3,CrossEntropyLoss,0.49205008149147034,0.7932938856015779,0.6516129032258065,0.8288393903868698,0.7296181630546956,0.0,0.0,0.0,0.0,0.0
2024-05-24 16:47:48,GCN WD 1e-4,chrome-run-01-without-centrality-metrics,1,3m 36s,0.0,1000,37,64,0.01,0.0001,0.5,CrossEntropyLoss,0.478007435798645,0.8051282051282052,0.6701421800947868,0.8288393903868698,0.7410901467505241,0.0,0.0,0.0,0.0,0.0
2024-05-24 16:51:24,GCN WD 5e-3,chrome-run-01-without-centrality-metrics,1,3m 12s,0.0,1000,37,64,0.01,0.005,0.7,CrossEntropyLoss,0.5378168821334839,0.7790927021696252,0.6457711442786069,0.7608440797186401,0.698600645855759,0.0,0.0,0.0,0.0,0.0
2024-06-04 17:57:55,GCN LR 0.0005,chrome-run-01-without-centrality-metrics,1,2m 53s,0.0,1000,36,64,0.0005,0.0005,0.0,CrossEntropyLoss,0.8074446320533752,0.6883629191321499,0.5300751879699248,0.17493796526054592,0.2630597014925373,0.0,0.0,0.0,0.0,0.0
2024-06-04 18:00:48,GCN LR 0.001,chrome-run-01-without-centrality-metrics,1,2m 52s,0.0,1000,36,64,0.001,0.0005,0.0,CrossEntropyLoss,0.8910093307495117,0.7092702169625247,0.6273062730627307,0.2109181141439206,0.31569173630454966,0.0,0.0,0.0,0.0,0.0
2024-06-04 18:03:40,GCN LR 0.005,chrome-run-01-without-centrality-metrics,1,2m 51s,0.0,1000,36,64,0.005,0.0005,0.0,CrossEntropyLoss,20.79505729675293,0.7092702169625247,0.6927374301675978,0.15384615384615385,0.2517766497461929,0.0,0.0,0.0,0.0,0.0
2024-06-04 18:06:31,GCN LR 0.01,chrome-run-01-without-centrality-metrics,1,2m 52s,0.0,1000,36,64,0.01,0.0005,0.0,CrossEntropyLoss,9.803201675415039,0.709664694280079,0.6732673267326733,0.1687344913151365,0.2698412698412698,0.0,0.0,0.0,0.0,0.0
2024-06-04 18:09:22,GCN LR 0.05,chrome-run-01-without-centrality-metrics,1,2m 51s,0.0,1000,36,64,0.05,0.0005,0.0,CrossEntropyLoss,0.5761966705322266,0.7424063116370808,0.5759682224428997,0.7196029776674938,0.6398234969663542,0.0,0.0,0.0,0.0,0.0
2024-06-04 18:12:14,GCN DR 0.0,chrome-run-01-without-centrality-metrics,1,0m 46s,0.0,1000,36,64,0.005,0.0005,0.0,CrossEntropyLoss,23.86800765991211,0.7037475345167653,0.6424870466321243,0.15384615384615385,0.24824824824824826,0.0,0.0,0.0,0.0,0.0
2024-06-04 18:13:00,GCN DR 0.1,chrome-run-01-without-centrality-metrics,1,1m 55s,0.0,1000,36,64,0.005,0.0005,0.1,CrossEntropyLoss,5.1257805824279785,0.7136094674556213,0.7469135802469136,0.1501240694789082,0.25,0.0,0.0,0.0,0.0,0.0
